5150,4762,4568,4548,4307,3973,3700,4539,2719,2593,NaN
4494,4124,4766,4330,4087,NaN,NaN,3093,2718,NaN,1379
4756,4487,4316,4509,4213,3721,4032,3359,2781,2464,1193
4680,4722,4805,4045,4672,3785,3539,4046,3266,2606,1154
4759,NaN,4723,4563,4474,4372,3914,3655,3405,2746,1346
4446,4603,4585,4928,4637,4552,4161,4203,3724,2767,NaN
6113,4226,4843,4928,5155,4713,4188,4397,3333,2753,1090
6862,5817,5591,5385,5223,4781,4775,5189,2937,3157,NaN
5883,5029,5184,5499,5051,NaN,NaN,3866,3015,NaN,1474
5677,5358,5418,5256,5164,4505,4964,3999,3367,3002,1345
5277,6233,5830,4673,5752,4706,4447,4822,3996,3091,1402
5963,NaN,6039,5402,5345,5478,4725,4214,4268,3067,1739
5621,5959,5370,6324,5640,5253,5048,4807,4349,3081,NaN
